useragent_string,browser_family,browser_version,operating_system,operating_system_version,device_family,is_mobile,is_tablet,is_touch_capable,is_pc,is_bot,overview
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/6.0",Chrome,6,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 6
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.999 Safari/533.4",Chrome,5.0.375,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 5.0.375
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",Chrome,5.0.375,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.375
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",Chrome,5.0.375,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6.2,Other,False,False,False,True,False,PC / Mac OS X 10.6.2 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6,Other,False,False,False,True,False,PC / Mac OS X 10.6 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4",Chrome,5.0.375,Mac OS X,10.5.6,Other,False,False,False,True,False,PC / Mac OS X 10.5.6 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",Chrome,5.0.375,Mac OS X,,Other,False,False,False,True,False,PC / Mac OS X / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6.1,Other,False,False,False,True,False,PC / Mac OS X 10.6.1 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.86 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6,Other,False,False,False,True,False,PC / Mac OS X 10.6 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.70 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6.2,Other,False,False,False,True,False,PC / Mac OS X 10.6.2 / Chrome 5.0.375
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.127 Safari/533.4",Chrome,5.0.375,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 5.0.375
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4",Chrome,5.0.375,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; fr-FR) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.126 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6.4,Other,False,False,False,True,False,PC / Mac OS X 10.6.4 / Chrome 5.0.375
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.125 Safari/533.4",Chrome,5.0.375,Mac OS X,10.6.8,Other,False,False,False,True,False,PC / Mac OS X 10.6.8 / Chrome 5.0.375
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.370.0 Safari/533.4",Chrome,5.0.370,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 5.0.370
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.368.0 Safari/533.4",Chrome,5.0.368,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.368
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.2 Safari/533.4",Chrome,5.0.366,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.366
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.0 Safari/533.4",Chrome,5.0.366,Mac OS X,10.6.3,Other,False,False,False,True,False,PC / Mac OS X 10.6.3 / Chrome 5.0.366
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.366.0 Safari/533.4",Chrome,5.0.366,Mac OS X,10.6.2,Other,False,False,False,True,False,PC / Mac OS X 10.6.2 / Chrome 5.0.366
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.363.0 Safari/533.3",Chrome,5.0.363,Mac OS X,10.6.3,Other,False,False,False,True,False,PC / Mac OS X 10.6.3 / Chrome 5.0.363
"Mozilla/5.0 (X11; U; OpenBSD i386; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.359.0 Safari/533.3",Chrome,5.0.359,OpenBSD,,Other,False,False,False,False,False,Other / OpenBSD / Chrome 5.0.359
"Mozilla/5.0 (X11; U; x86_64 Linux; en_GB, en_US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",Chrome,5.0.358,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.358
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",Chrome,5.0.358,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.358
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.358.0 Safari/533.3",Chrome,5.0.358,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.358
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.357.0 Safari/533.3",Chrome,5.0.357,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.357
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.356.0 Safari/533.3",Chrome,5.0.356,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.356
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.355.0 Safari/533.3",Chrome,5.0.355,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.355
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.354.0 Safari/533.3",Chrome,5.0.354,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.354
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.354.0 Safari/533.3",Chrome,5.0.354,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 5.0.354
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.353.0 Safari/533.3",Chrome,5.0.353,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.353
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/5.0.353.0 Safari/533.3",Chrome,5.0.353,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.353
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_2; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.343.0 Safari/533.2",Chrome,5.0.343,Mac OS X,10.6.2,Other,False,False,False,True,False,PC / Mac OS X 10.6.2 / Chrome 5.0.343
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.343.0 Safari/533.2",Chrome,5.0.343,Mac OS X,10.5.8,Other,False,False,False,True,False,PC / Mac OS X 10.5.8 / Chrome 5.0.343
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.7 Safari/533.2",Chrome,5.0.342,Mac OS X,10.7,Other,False,False,False,True,False,PC / Mac OS X 10.7 / Chrome 5.0.342
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.7 Safari/533.2",Chrome,5.0.342,Mac OS X,10.6.4,Other,False,False,False,True,False,PC / Mac OS X 10.6.4 / Chrome 5.0.342
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.5 Safari/533.2",Chrome,5.0.342,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 5.0.342
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.3 Safari/533.2",Chrome,5.0.342,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.342
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.3 Safari/533.2",Chrome,5.0.342,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 5.0.342
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.2 Safari/533.2",Chrome,5.0.342,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.342
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.1 Safari/533.2",Chrome,5.0.342,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.342
"Mozilla/5.0 (X11; U; Linux i586; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.1 Safari/533.2",Chrome,5.0.342,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.342
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/5.0.342.1 Safari/533.2",Chrome,5.0.342,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 5.0.342
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/5.0.335.0 Safari/533.1",Chrome,5.0.335,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.335
"Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-CN) AppleWebKit/533.16 (KHTML, like Gecko) Chrome/5.0.335.0 Safari/533.16",Chrome,5.0.335,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.335
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.310.0 Safari/532.9",Chrome,5.0.310,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 5.0.310
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.309.0 Safari/532.9",Chrome,5.0.309,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.309
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.308.0 Safari/532.9",Chrome,5.0.308,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 5.0.308
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.307.11 Safari/532.9",Chrome,5.0.307,Mac OS X,10.6,Other,False,False,False,True,False,PC / Mac OS X 10.6 / Chrome 5.0.307
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.307.1 Safari/532.9",Chrome,5.0.307,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 5.0.307
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.1.249.1025 Safari/532.5",Chrome,4.1.249,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.1.249
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.8 (KHTML, like Gecko) Chrome/4.0.302.2 Safari/532.8",Chrome,4.0.302,Mac OS X,10.5.8,Other,False,False,False,True,False,PC / Mac OS X 10.5.8 / Chrome 4.0.302
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.8 (KHTML, like Gecko) Chrome/4.0.288.1 Safari/532.8",Chrome,4.0.288,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.288
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.8 (KHTML, like Gecko) Chrome/4.0.277.0 Safari/532.8",Chrome,4.0.277,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.277
"Mozilla/5.0 (X11; U; Slackware Linux x86_64; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.30 Safari/532.5",Chrome,4.0.249,Slackware,,Other,False,False,False,True,False,PC / Slackware / Chrome 4.0.249
"Mozilla/5.0 (Windows; U; Windows NT 6.1; it-IT) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.25 Safari/532.5",Chrome,4.0.249,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.249
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.0 Safari/532.5",Chrome,4.0.249,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.249
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.249.0 Safari/532.5",Chrome,4.0.249,Mac OS X,10.8,Other,False,False,False,True,False,PC / Mac OS X 10.8 / Chrome 4.0.249
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.5 (KHTML, like Gecko) Chrome/4.0.246.0 Safari/532.5",Chrome,4.0.246,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.246
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/532.4 (KHTML, like Gecko) Chrome/4.0.241.0 Safari/532.4",Chrome,4.0.241,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 4.0.241
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.4 (KHTML, like Gecko) Chrome/4.0.237.0 Safari/532.4 Debian",Chrome,4.0.237,Debian,,Other,False,False,False,True,False,PC / Debian / Chrome 4.0.237
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.3 (KHTML, like Gecko) Chrome/4.0.227.0 Safari/532.3",Chrome,4.0.227,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.227
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/532.3 (KHTML, like Gecko) Chrome/4.0.224.2 Safari/532.3",Chrome,4.0.224,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 4.0.224
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.3 (KHTML, like Gecko) Chrome/4.0.223.5 Safari/532.3",Chrome,4.0.223,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.4 Safari/532.2",Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.3 Safari/532.2",Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE) Chrome/4.0.223.3 Safari/532.2,Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.2 Safari/532.2",Chrome,4.0.223,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.223
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.2 Safari/532.2",Chrome,4.0.223,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.2 Safari/532.2",Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.2 Safari/532.2",Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.1 Safari/532.2",Chrome,4.0.223,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.1 Safari/532.2",Chrome,4.0.223,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.1 Safari/532.2",Chrome,4.0.223,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.223
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.223.0 Safari/532.2",Chrome,4.0.223,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 4.0.223
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.8 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.7 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.6 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.6 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.6 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.5 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.5 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.5 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.5 Safari/532.2",Chrome,4.0.222,Mac OS X,10.5.8,Other,False,False,False,True,False,PC / Mac OS X 10.5.8 / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.4 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.4 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.4 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.4 Safari/532.2",Chrome,4.0.222,Mac OS X,10.6.1,Other,False,False,False,True,False,PC / Mac OS X 10.6.1 / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.3 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.3 Safari/532.2",Chrome,4.0.222,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.3 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.2 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.2 Safari/532.2",Chrome,4.0.222,Mac OS X,10.5.8,Other,False,False,False,True,False,PC / Mac OS X 10.5.8 / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.12 Safari/532.2",Chrome,4.0.222,Windows 7,,Other,False,False,False,True,False,PC / Windows 7 / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.12 Safari/532.2",Chrome,4.0.222,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.12 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.1 Safari/532.2",Chrome,4.0.222,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.222
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.222.0 Safari/532.2",Chrome,4.0.222,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.222
"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.8 Safari/532.2",Chrome,4.0.221,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.221
"Mozilla/5.0 (X11; U; Linux i686 (x86_64); en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.8 Safari/532.2",Chrome,4.0.221,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.221
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.8 Safari/532.2",Chrome,4.0.221,Mac OS X,10.6.1,Other,False,False,False,True,False,PC / Mac OS X 10.6.1 / Chrome 4.0.221
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.8 Safari/532.2",Chrome,4.0.221,Mac OS X,10.5.8,Other,False,False,False,True,False,PC / Mac OS X 10.5.8 / Chrome 4.0.221
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.7 Safari/532.2",Chrome,4.0.221,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.221
"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.6 Safari/532.2",Chrome,4.0.221,Windows Vista,,Other,False,False,False,True,False,PC / Windows Vista / Chrome 4.0.221
"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.6 Safari/532.2",Chrome,4.0.221,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.221
"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.6 Safari/532.2",Chrome,4.0.221,Windows XP,,Other,False,False,False,True,False,PC / Windows XP / Chrome 4.0.221
"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/4.0.221.3 Safari/532.2",Chrome,4.0.221,Linux,,Other,False,False,False,True,False,PC / Linux / Chrome 4.0.221
